"id","sourceRoutes","global","label","kind","destination","handler","disabled","file","line","evidence"
"C0329","/packaging/reports","false","Refresh","local state / inspect handler","","{() => mutate()}","!validDates || isLoading","frontend/src/app/(app)/packaging/reports/page.tsx","80","static source; conditional visibility and dynamic data require runtime QA"
"C0330","/packaging/reports","false","t(downloading ? ""common.loading"" : ""packagingReport.excel"")","download/export","","{download}","!validDates || !data || Boolean(error) || downloading","frontend/src/app/(app)/packaging/reports/page.tsx","83","static source; conditional visibility and dynamic data require runtime QA"
"C0331","/packaging/reports","false","t(`packagingReport.${key}`)","filter/select/expand","","{() => setTab(key)}","","frontend/src/app/(app)/packaging/reports/page.tsx","91","static source; conditional visibility and dynamic data require runtime QA"
"C0332","/","false","t(formatRangeLabel(datePreset))","local state / inspect handler","","{() => setShowDateMenu((v) => !v)}","","frontend/src/app/(app)/page.tsx","234","static source; conditional visibility and dynamic data require runtime QA"
"C0333","/","false","Apply custom range","local state / inspect handler","","{applyCustomRange}","","frontend/src/app/(app)/page.tsx","275","static source; conditional visibility and dynamic data require runtime QA"
"C0334","/","false","Export","download/export","","{exportOrders}","!activeOrders.length","frontend/src/app/(app)/page.tsx","281","static source; conditional visibility and dynamic data require runtime QA"
"C0335","/","false","+ New Order.replace(""+ "", """")","open page/link","/sales-orders/new","","","frontend/src/app/(app)/page.tsx","284","static source; conditional visibility and dynamic data require runtime QA"
"C0336","/","false","All","local state / inspect handler","","{() => setKind(""all"")}","","frontend/src/app/(app)/page.tsx","305","static source; conditional visibility and dynamic data require runtime QA"
"C0337","/","false","Client order","local state / inspect handler","","{() => setKind(""client_order"")}","","frontend/src/app/(app)/page.tsx","306","static source; conditional visibility and dynamic data require runtime QA"
"C0338","/","false","Branded stock sale","local state / inspect handler","","{() => setKind(""branded_stock_sale"")}","","frontend/src/app/(app)/page.tsx","307","static source; conditional visibility and dynamic data require runtime QA"
"C0339","/","false","View all -&gt;","open page/link","/sales-orders","","","frontend/src/app/(app)/page.tsx","309","static source; conditional visibility and dynamic data require runtime QA"
"C0340","/","false","o.order_no","open page/link","`/sales-orders/${o.id}`","","","frontend/src/app/(app)/page.tsx","325","static source; conditional visibility and dynamic data require runtime QA"
"C0341","/","false","o.order_no","open page/link","`/sales-orders/${o.id}`","","","frontend/src/app/(app)/page.tsx","375","static source; conditional visibility and dynamic data require runtime QA"
"C0342","/","false","Process Tracking Follow every order across cutting, sewing and packaging.","open page/link","/processes","","","frontend/src/app/(app)/page.tsx","425","static source; conditional visibility and dynamic data require runtime QA"
"C0343","/","false","Sewing Floor Inspect line load, operators and active bundles.","open page/link","/sewing/flows","","","frontend/src/app/(app)/page.tsx","431","static source; conditional visibility and dynamic data require runtime QA"
"C0344","/payroll","false","Refresh","local state / inspect handler","","{refreshAll}","","frontend/src/app/(app)/payroll/page.tsx","415","static source; conditional visibility and dynamic data require runtime QA"
"C0345","/payroll","false","Form submission","save/change data","","{createPeriod}","","frontend/src/app/(app)/payroll/page.tsx","425","static source; conditional visibility and dynamic data require runtime QA"
"C0346","/payroll","false","Create period","local state / inspect handler","","","!canManage","frontend/src/app/(app)/payroll/page.tsx","456","static source; conditional visibility and dynamic data require runtime QA"
"C0347","/payroll","false","open","save/change data","","{() => patchPeriod(period, { status: ""open"" })}","","frontend/src/app/(app)/payroll/page.tsx","494","static source; conditional visibility and dynamic data require runtime QA"
"C0348","/payroll","false","Lock","save/change data","","{() => periodAction(period, ""lock"")}","","frontend/src/app/(app)/payroll/page.tsx","500","static source; conditional visibility and dynamic data require runtime QA"
"C0349","/payroll","false","Approve","save/change data","","{() => periodAction(period, ""approve"")}","","frontend/src/app/(app)/payroll/page.tsx","506","static source; conditional visibility and dynamic data require runtime QA"
"C0350","/payroll","false","Paid","save/change data","","{() => periodAction(period, ""mark-paid"")}","","frontend/src/app/(app)/payroll/page.tsx","512","static source; conditional visibility and dynamic data require runtime QA"
"C0351","/payroll","false","Form submission","save/change data","","{createAdjustment}","","frontend/src/app/(app)/payroll/page.tsx","597","static source; conditional visibility and dynamic data require runtime QA"
"C0352","/payroll","false","Add adjustment","local state / inspect handler","","","adjustmentPeriodFinalized","frontend/src/app/(app)/payroll/page.tsx","662","static source; conditional visibility and dynamic data require runtime QA"
"C0353","/payroll","false","Delete","local state / inspect handler","","{() => deleteAdjustment(adjustment)}","deletingAdjustment !== null","frontend/src/app/(app)/payroll/page.tsx","712","static source; conditional visibility and dynamic data require runtime QA"
"C0354","/payroll","false","Form submission","save/change data","","{createReversal}","","frontend/src/app/(app)/payroll/page.tsx","810","static source; conditional visibility and dynamic data require runtime QA"
"C0355","/payroll","false","Cancel","local state / inspect handler","","{() => setReversalForm({ record: null, target_period_id: """", reason: """" })}","","frontend/src/app/(app)/payroll/page.tsx","822","static source; conditional visibility and dynamic data require runtime QA"
"C0356","/payroll","false","Post reversal","submit form","","","!reversalForm.target_period_id || reversalForm.reason.trim().length < 3","frontend/src/app/(app)/payroll/page.tsx","860","static source; conditional visibility and dynamic data require runtime QA"
"C0357","/payroll","false","Void","save/change data","","{() => voidRecord(record)}","","frontend/src/app/(app)/payroll/page.tsx","927","static source; conditional visibility and dynamic data require runtime QA"
"C0358","/payroll","false","Reverse as adjustment","local state / inspect handler","","{() => startReversal(record)}","","frontend/src/app/(app)/payroll/page.tsx","932","static source; conditional visibility and dynamic data require runtime QA"
"C0359","/payroll/qr-control","false","Refresh","local state / inspect handler","","{() => mutate()}","isLoading","frontend/src/app/(app)/payroll/qr-control/page.tsx","230","static source; conditional visibility and dynamic data require runtime QA"
"C0360","/payroll/qr-control","false","<ChevronDown size={18} /> / <ChevronRight size={18} /> formatOrderReference(group.orderNo)","filter/select/expand","","{() => setExpanded((current) => ({ ...current, [group.orderNo]: !current[group.orderNo] }))}","","frontend/src/app/(app)/payroll/qr-control/page.tsx","296","static source; conditional visibility and dynamic data require runtime QA"
"C0361","/payroll/qr-control","false","Preparing... / Reprint labels","print","","{() => reprintOrder(group.orderNo)}","printingOrder !== null","frontend/src/app/(app)/payroll/qr-control/page.tsx","308","static source; conditional visibility and dynamic data require runtime QA"
"C0362","/payroll/qr-control","false","Return QR","save/change data","","{() => returnLabel(row)}","returningId === row.id","frontend/src/app/(app)/payroll/qr-control/page.tsx","351","static source; conditional visibility and dynamic data require runtime QA"
"C0363","/payroll/qr-control","false","Previous","filter/select/expand","","{() => setPage((current) => Math.max(0, current - 1))}","page === 0","frontend/src/app/(app)/payroll/qr-control/page.tsx","380","static source; conditional visibility and dynamic data require runtime QA"
"C0364","/payroll/qr-control","false","Next","filter/select/expand","","{() => setPage((current) => current + 1)}","to >= (data?.total || 0)","frontend/src/app/(app)/payroll/qr-control/page.tsx","383","static source; conditional visibility and dynamic data require runtime QA"
"C0365","/payroll/reports/order-qr-status","false","Form submission","filter/select/expand","","{chooseOrder}","","frontend/src/app/(app)/payroll/reports/order-qr-status/page.tsx","118","static source; conditional visibility and dynamic data require runtime QA"
"C0366","/payroll/reports/order-qr-status","false","View order","submit form","","","!draftOrder.trim()","frontend/src/app/(app)/payroll/reports/order-qr-status/page.tsx","142","static source; conditional visibility and dynamic data require runtime QA"
"C0367","/payroll/reports/sewing-production","false","Exporting… / ""Excel""","download/export","","{exportExcel}","Boolean(action) || isLoading || Boolean(error) || !data?.total","frontend/src/app/(app)/payroll/reports/sewing-production/page.tsx","257","static source; conditional visibility and dynamic data require runtime QA"
"C0368","/payroll/reports/sewing-production","false","Preparing… / Print","print","","{printReport}","Boolean(action) || isLoading || Boolean(error) || !data?.total","frontend/src/app/(app)/payroll/reports/sewing-production/page.tsx","261","static source; conditional visibility and dynamic data require runtime QA"
